"Kod";"Nazwa";"mężczyźni;19;1995;[osoba]";"mężczyźni;19;1996;[osoba]";"mężczyźni;19;1997;[osoba]";"mężczyźni;19;1998;[osoba]";"mężczyźni;19;1999;[osoba]";"mężczyźni;19;2000;[osoba]";"mężczyźni;19;2001;[osoba]";"mężczyźni;19;2002;[osoba]";"mężczyźni;19;2003;[osoba]";"mężczyźni;19;2004;[osoba]";"mężczyźni;19;2005;[osoba]";"mężczyźni;19;2006;[osoba]";"mężczyźni;19;2007;[osoba]";"mężczyźni;19;2008;[osoba]";"mężczyźni;19;2009;[osoba]";"mężczyźni;19;2010;[osoba]";"mężczyźni;19;2011;[osoba]";"mężczyźni;19;2012;[osoba]";"mężczyźni;19;2013;[osoba]";"mężczyźni;19;2014;[osoba]";"mężczyźni;19;2015;[osoba]";"mężczyźni;19;2016;[osoba]";"mężczyźni;19;2017;[osoba]";"mężczyźni;19;2018;[osoba]";"mężczyźni;19;2019;[osoba]";"mężczyźni;19;2020;[osoba]";"mężczyźni;19;2021;[osoba]";"kobiety;19;1995;[osoba]";"kobiety;19;1996;[osoba]";"kobiety;19;1997;[osoba]";"kobiety;19;1998;[osoba]";"kobiety;19;1999;[osoba]";"kobiety;19;2000;[osoba]";"kobiety;19;2001;[osoba]";"kobiety;19;2002;[osoba]";"kobiety;19;2003;[osoba]";"kobiety;19;2004;[osoba]";"kobiety;19;2005;[osoba]";"kobiety;19;2006;[osoba]";"kobiety;19;2007;[osoba]";"kobiety;19;2008;[osoba]";"kobiety;19;2009;[osoba]";"kobiety;19;2010;[osoba]";"kobiety;19;2011;[osoba]";"kobiety;19;2012;[osoba]";"kobiety;19;2013;[osoba]";"kobiety;19;2014;[osoba]";"kobiety;19;2015;[osoba]";"kobiety;19;2016;[osoba]";"kobiety;19;2017;[osoba]";"kobiety;19;2018;[osoba]";"kobiety;19;2019;[osoba]";"kobiety;19;2020;[osoba]";"kobiety;19;2021;[osoba]";
0000000;"POLSKA";325555;321758;327269;332993;329055;323762;340133;352410;345595;335241;312280;297059;289108;282240;279350;272760;256651;247068;236218;222154;216717;207929;199912;193705;192147;187215;;313310;308116;314925;319704;318714;312591;326001;340415;332098;322075;299948;283920;278535;270321;267634;260712;246170;236626;227786;213428;206562;198721;190047;184992;183243;178331;;
